business_size,business_stage,industry,revenue_trend,marketing_spend_pct,acquisition_trend,pricing_strategy,capacity_utilisation,workforce_size,attrition_rate_bucket,skill_gap_level,salary_competitiveness,workload_level,risk_tolerance,budget_flexibility,hiring_feasibility,planned_marketing_change,planned_retention_invest,hiring_plan,growth_target_hit,high_attrition_risk,expected_attrition_cost
51-200,Growth,Services,Growing_slowly,5-10,Increasing,Market-average,Over-stretched,127,5-10,Significant gaps,Above market,High,High,Moderate,Moderate,0,+3,Replace only,1,0,112963.34
11-50,Growth,Tech,Growing_slowly,10-20,Stable,Premium,Optimal,32,5-10,Fully covered,Below market,High,Low,Moderate,Moderate,+20,+5,Net new hires,1,1,23487.01
51-200,Early-stage,Tech,Flat,>20,Stable,Market-average,Optimal,132,<5,Some skill gaps,Market-aligned,Unsustainable,Medium,Moderate,Moderate,+10,+10,Replace only,1,0,94180.22
200+,Growth,Tech,Growing_slowly,>20,Increasing,Low-cost,Over-stretched,482,5-10,Some skill gaps,Market-aligned,High,Medium,Flexible,Moderate,+5,0,Freeze,1,0,419502.04
51-200,Early-stage,Tech,Flat,<5,Declining,Market-average,Optimal,121,5-10,Fully covered,Below market,Sustainable,Low,Moderate,Easy,0,+5,Replace only,1,0,63917.81
200+,Mature,Finance,Flat,<5,Stable,Market-average,Optimal,507,<5,Some skill gaps,Above market,High,Medium,Moderate,Moderate,+10,+3,Replace only,1,0,259088.21
51-200,Early-stage,Tech,Growing_fast,10-20,Stable,Low-cost,Over-stretched,148,5-10,Fully covered,Market-aligned,High,Low,Flexible,Difficult,0,+5,Net new hires,1,0,97580.6
200+,Early-stage,Other,Growing_slowly,10-20,Stable,Market-average,Optimal,535,10-20,Fully covered,Market-aligned,Unsustainable,Low,Moderate,Difficult,+20,0,Freeze,0,1,456491.08
1-10,Early-stage,Tech,Growing_slowly,>20,Stable,Market-average,Over-stretched,6,5-10,Fully covered,Market-aligned,High,Low,Flexible,Moderate,0,0,Replace only,0,1,3280.11
51-200,Early-stage,Tech,Growing_fast,5-10,Stable,Premium,Optimal,109,5-10,Fully covered,Below market,Unsustainable,High,Moderate,Moderate,+10,+5,Net new hires,0,1,89154.61
11-50,Early-stage,Tech,Flat,10-20,Stable,Premium,Optimal,32,<5,Fully covered,Below market,Sustainable,High,Very limited,Moderate,+20,+3,Net new hires,0,0,11550.65
11-50,Scaling,Finance,Growing_fast,10-20,Declining,Market-average,Under-utilised,38,<5,Fully covered,Market-aligned,High,Medium,Flexible,Easy,0,+5,Net new hires,1,0,19749.77
51-200,Growth,Tech,Growing_slowly,<5,Stable,Market-average,Under-utilised,110,10-20,Fully covered,Market-aligned,Sustainable,Medium,Very limited,Difficult,0,0,Freeze,0,0,61557.75
200+,Scaling,Services,Growing_slowly,<5,Stable,Market-average,Optimal,412,<5,Fully covered,Above market,High,Low,Moderate,Easy,-10,0,Net new hires,1,0,224241.77
200+,Mature,Tech,Flat,10-20,Declining,Premium,Under-utilised,400,5-10,Fully covered,Market-aligned,Unsustainable,Medium,Very limited,Easy,0,0,Replace only,0,0,219017.24
11-50,Scaling,Other,Declining,<5,Stable,Market-average,Optimal,36,>20,Some skill gaps,Below market,High,High,Moderate,Easy,+5,+5,Replace only,1,1,30500.47
51-200,Scaling,Tech,Flat,10-20,Increasing,Market-average,Optimal,131,5-10,Fully covered,Below market,High,Medium,Very limited,Difficult,-10,+3,Replace only,0,1,104019.01
51-200,Growth,Services,Declining,5-10,Increasing,Low-cost,Under-utilised,98,10-20,Some skill gaps,Above market,Sustainable,Medium,Flexible,Moderate,0,+3,Net new hires,1,1,70344.15
11-50,Early-stage,Other,Declining,5-10,Stable,Market-average,Optimal,32,10-20,Fully covered,Below market,Sustainable,Low,Flexible,Easy,0,0,Replace only,0,1,25173.15
1-10,Growth,Tech,Growing_slowly,5-10,Stable,Market-average,Optimal,5,<5,Fully covered,Above market,High,Medium,Very limited,Moderate,0,0,Net new hires,1,1,2796.14
1-10,Mature,Tech,Growing_slowly,>20,Stable,Premium,Optimal,5,5-10,Fully covered,Below market,High,High,Moderate,Easy,+10,0,Net new hires,0,1,4640.28
51-200,Scaling,Finance,Flat,10-20,Increasing,Low-cost,Over-stretched,128,5-10,Fully covered,Below market,Sustainable,High,Moderate,Easy,0,0,Net new hires,0,1,69867.43
11-50,Growth,Tech,Growing_slowly,10-20,Stable,Premium,Under-utilised,36,<5,Some skill gaps,Below market,High,Medium,Flexible,Difficult,-10,+10,Replace only,1,0,21627.75
200+,Growth,Tech,Growing_fast,10-20,Stable,Low-cost,Under-utilised,461,<5,Some skill gaps,Market-aligned,High,Low,Moderate,Moderate,0,0,Replace only,1,0,297489.15
11-50,Scaling,Services,Growing_slowly,5-10,Increasing,Market-average,Over-stretched,43,10-20,Fully covered,Market-aligned,Sustainable,High,Flexible,Moderate,0,0,Replace only,1,0,30012.69
200+,Scaling,Tech,Growing_slowly,>20,Declining,Market-average,Over-stretched,336,<5,Fully covered,Above market,Sustainable,Medium,Flexible,Moderate,0,+5,Replace only,0,1,172190.77
11-50,Growth,Other,Growing_slowly,5-10,Stable,Market-average,Optimal,24,<5,Some skill gaps,Market-aligned,Sustainable,Low,Moderate,Moderate,0,+10,Replace only,1,1,6161.11
51-200,Mature,Retail,Flat,5-10,Stable,Market-average,Optimal,99,5-10,Fully covered,Below market,High,Low,Moderate,Difficult,0,+3,Replace only,0,0,60216.82
1-10,Scaling,Retail,Flat,5-10,Stable,Low-cost,Over-stretched,5,5-10,Some skill gaps,Market-aligned,Unsustainable,Medium,Moderate,Easy,0,0,Net new hires,0,1,4511.11
11-50,Scaling,Tech,Growing_fast,5-10,Increasing,Low-cost,Optimal,31,10-20,Some skill gaps,Market-aligned,High,High,Moderate,Moderate,+5,+3,Net new hires,1,1,19797.82
51-200,Early-stage,Retail,Growing_slowly,10-20,Stable,Premium,Under-utilised,130,<5,Fully covered,Market-aligned,Sustainable,High,Moderate,Moderate,+5,0,Replace only,0,1,58711.06
200+,Early-stage,Retail,Growing_slowly,5-10,Stable,Low-cost,Under-utilised,470,10-20,Fully covered,Market-aligned,High,High,Moderate,Moderate,+20,0,Replace only,0,1,343150.3
51-200,Mature,Tech,Growing_fast,10-20,Stable,Market-average,Under-utilised,138,10-20,Fully covered,Above market,Sustainable,Medium,Moderate,Easy,+5,+5,Replace only,0,1,75379.49
1-10,Growth,Other,Flat,>20,Declining,Market-average,Over-stretched,8,5-10,Some skill gaps,Market-aligned,High,High,Flexible,Difficult,0,+5,Net new hires,1,0,6365.97
11-50,Growth,Retail,Flat,5-10,Increasing,Low-cost,Optimal,32,10-20,Significant gaps,Market-aligned,High,Low,Moderate,Difficult,0,0,Freeze,1,1,29164.46
1-10,Growth,Finance,Growing_slowly,<5,Increasing,Premium,Optimal,7,5-10,Fully covered,Market-aligned,Unsustainable,Low,Moderate,Easy,+10,+5,Replace only,1,1,5485.48
1-10,Early-stage,Tech,Declining,10-20,Increasing,Market-average,Under-utilised,8,<5,Significant gaps,Market-aligned,High,Low,Moderate,Easy,+5,+3,Freeze,0,1,4346.29
51-200,Scaling,Tech,Growing_slowly,<5,Increasing,Market-average,Under-utilised,92,5-10,Fully covered,Market-aligned,Sustainable,Medium,Very limited,Moderate,0,+3,Net new hires,1,1,50800.35
51-200,Early-stage,Finance,Growing_fast,10-20,Stable,Premium,Optimal,62,5-10,Fully covered,Below market,Sustainable,High,Very limited,Difficult,+10,0,Replace only,1,1,44069.47
51-200,Scaling,Finance,Growing_slowly,5-10,Stable,Market-average,Over-stretched,127,>20,Some skill gaps,Below market,Sustainable,High,Moderate,Moderate,0,+10,Net new hires,1,1,100513.12
200+,Growth,Services,Flat,5-10,Stable,Premium,Optimal,465,5-10,Significant gaps,Above market,Sustainable,High,Moderate,Difficult,0,0,Net new hires,0,0,336931.2
51-200,Growth,Tech,Growing_slowly,5-10,Declining,Low-cost,Over-stretched,148,5-10,Some skill gaps,Above market,Sustainable,Medium,Moderate,Difficult,+10,0,Net new hires,1,0,89827.51
51-200,Early-stage,Finance,Declining,5-10,Stable,Low-cost,Optimal,132,>20,Some skill gaps,Below market,High,Medium,Very limited,Easy,+20,0,Replace only,0,1,112469.49
1-10,Scaling,Tech,Growing_fast,5-10,Stable,Market-average,Optimal,8,5-10,Some skill gaps,Above market,High,Medium,Moderate,Easy,+10,+5,Net new hires,0,1,4225.67
1-10,Early-stage,Services,Declining,5-10,Declining,Market-average,Optimal,7,10-20,Significant gaps,Market-aligned,Sustainable,Medium,Flexible,Easy,+20,+10,Replace only,1,0,5685.88
51-200,Early-stage,Retail,Growing_fast,5-10,Increasing,Market-average,Under-utilised,105,5-10,Some skill gaps,Below market,High,Medium,Very limited,Difficult,0,0,Replace only,1,0,70341.96
200+,Scaling,Tech,Growing_slowly,>20,Declining,Market-average,Optimal,431,>20,Some skill gaps,Above market,Unsustainable,Medium,Flexible,Moderate,0,0,Replace only,1,1,378948.44
1-10,Growth,Tech,Flat,<5,Stable,Market-average,Over-stretched,9,<5,Some skill gaps,Above market,High,Low,Moderate,Difficult,0,+10,Replace only,1,1,5124.3
11-50,Growth,Tech,Growing_slowly,5-10,Increasing,Premium,Under-utilised,37,10-20,Some skill gaps,Market-aligned,High,Low,Flexible,Moderate,+5,+5,Freeze,0,1,21412.56
51-200,Early-stage,Other,Flat,<5,Stable,Low-cost,Optimal,136,5-10,Significant gaps,Market-aligned,High,High,Moderate,Moderate,+10,+10,Replace only,1,1,105122.94
1-10,Mature,Services,Growing_slowly,5-10,Declining,Low-cost,Over-stretched,8,>20,Some skill gaps,Market-aligned,High,Medium,Flexible,Easy,-10,+5,Net new hires,1,1,6806.6
11-50,Growth,Retail,Growing_fast,<5,Stable,Market-average,Over-stretched,30,>20,Fully covered,Market-aligned,High,Medium,Moderate,Easy,0,+5,Freeze,0,0,23419.26
200+,Early-stage,Other,Growing_fast,10-20,Increasing,Market-average,Optimal,528,10-20,Significant gaps,Market-aligned,Unsustainable,High,Moderate,Difficult,+20,+3,Freeze,1,1,444598.67
51-200,Growth,Retail,Flat,<5,Increasing,Premium,Under-utilised,139,<5,Some skill gaps,Market-aligned,Sustainable,Medium,Flexible,Moderate,0,0,Net new hires,1,1,79948.53
1-10,Early-stage,Services,Growing_slowly,10-20,Stable,Low-cost,Over-stretched,8,5-10,Some skill gaps,Market-aligned,Sustainable,Medium,Very limited,Difficult,0,+3,Net new hires,1,1,4568.84
200+,Growth,Services,Growing_fast,5-10,Declining,Premium,Under-utilised,487,>20,Some skill gaps,Market-aligned,High,Medium,Moderate,Moderate,+20,0,Freeze,1,1,411044.85
11-50,Early-stage,Services,Growing_fast,5-10,Stable,Market-average,Optimal,37,10-20,Fully covered,Market-aligned,Sustainable,Medium,Moderate,Moderate,0,+3,Replace only,1,0,25912.69
200+,Early-stage,Retail,Flat,<5,Stable,Premium,Under-utilised,418,>20,Fully covered,Market-aligned,Sustainable,Medium,Moderate,Moderate,+10,+3,Replace only,1,0,153343.94
11-50,Growth,Other,Declining,10-20,Increasing,Low-cost,Optimal,33,10-20,Fully covered,Below market,Sustainable,Medium,Moderate,Easy,0,0,Freeze,1,1,24516.5
11-50,Mature,Finance,Growing_fast,>20,Increasing,Market-average,Optimal,30,5-10,Significant gaps,Market-aligned,High,Medium,Flexible,Moderate,0,+3,Freeze,1,1,27987.24
11-50,Early-stage,Services,Flat,<5,Increasing,Market-average,Over-stretched,33,<5,Some skill gaps,Below market,High,Medium,Very limited,Difficult,0,0,Replace only,1,1,30449.74
11-50,Early-stage,Services,Flat,>20,Increasing,Market-average,Optimal,40,5-10,Some skill gaps,Market-aligned,High,Low,Flexible,Moderate,-10,+5,Replace only,1,0,29499.16
200+,Mature,Other,Growing_slowly,5-10,Stable,Low-cost,Over-stretched,506,10-20,Fully covered,Below market,Sustainable,High,Flexible,Moderate,0,0,Replace only,0,1,411496.84
1-10,Mature,Tech,Flat,5-10,Increasing,Market-average,Optimal,8,5-10,Significant gaps,Above market,High,Medium,Moderate,Moderate,+10,+3,Replace only,0,1,4830.33
1-10,Scaling,Finance,Growing_fast,10-20,Stable,Market-average,Optimal,9,<5,Fully covered,Market-aligned,Sustainable,High,Very limited,Difficult,+5,0,Replace only,1,0,4475.31
11-50,Early-stage,Tech,Declining,<5,Declining,Market-average,Under-utilised,33,10-20,Fully covered,Market-aligned,Sustainable,Medium,Moderate,Difficult,0,0,Freeze,1,0,18490.23
51-200,Growth,Finance,Growing_slowly,5-10,Increasing,Market-average,Under-utilised,98,<5,Significant gaps,Market-aligned,High,Low,Very limited,Moderate,0,+3,Replace only,1,1,61927.99
51-200,Early-stage,Finance,Growing_fast,<5,Increasing,Market-average,Optimal,117,5-10,Some skill gaps,Below market,Sustainable,Medium,Moderate,Moderate,+5,+3,Replace only,0,1,85262.5
200+,Early-stage,Services,Growing_fast,10-20,Increasing,Premium,Optimal,444,5-10,Significant gaps,Below market,High,Medium,Very limited,Moderate,0,+5,Net new hires,1,0,341790.76
11-50,Growth,Tech,Growing_fast,5-10,Stable,Market-average,Optimal,38,5-10,Some skill gaps,Below market,High,Medium,Moderate,Difficult,-10,0,Replace only,0,1,22241.4
11-50,Growth,Finance,Growing_fast,>20,Stable,Market-average,Optimal,37,<5,Fully covered,Market-aligned,High,Medium,Moderate,Difficult,+20,+5,Freeze,1,1,22748.92
1-10,Growth,Services,Flat,5-10,Increasing,Premium,Optimal,9,10-20,Fully covered,Above market,High,Medium,Moderate,Moderate,+20,0,Replace only,1,1,5925.62
11-50,Scaling,Services,Growing_fast,>20,Declining,Market-average,Optimal,24,10-20,Significant gaps,Below market,Unsustainable,Medium,Flexible,Moderate,0,+3,Replace only,0,1,23809.7
200+,Growth,Services,Growing_fast,<5,Stable,Market-average,Optimal,396,10-20,Some skill gaps,Market-aligned,Sustainable,Low,Very limited,Difficult,0,+3,Replace only,1,1,225919.48
51-200,Growth,Services,Growing_slowly,10-20,Stable,Market-average,Under-utilised,118,>20,Some skill gaps,Below market,Unsustainable,High,Moderate,Easy,+5,0,Replace only,0,1,96541.61
11-50,Scaling,Retail,Flat,5-10,Declining,Premium,Optimal,37,5-10,Fully covered,Market-aligned,Sustainable,Medium,Flexible,Easy,0,0,Replace only,0,1,14919.82
11-50,Mature,Tech,Declining,<5,Declining,Low-cost,Over-stretched,45,<5,Fully covered,Market-aligned,High,Medium,Moderate,Moderate,+10,0,Replace only,0,1,24237.29
200+,Growth,Services,Growing_slowly,<5,Increasing,Market-average,Over-stretched,384,<5,Some skill gaps,Market-aligned,Unsustainable,Low,Moderate,Moderate,0,0,Replace only,1,1,271466.27
11-50,Growth,Other,Growing_slowly,10-20,Declining,Low-cost,Under-utilised,31,10-20,Significant gaps,Above market,Sustainable,Low,Flexible,Easy,0,0,Replace only,0,1,17792.04
1-10,Growth,Tech,Flat,<5,Increasing,Premium,Under-utilised,7,<5,Fully covered,Market-aligned,High,Medium,Moderate,Moderate,+5,+10,Freeze,0,1,4256.77
11-50,Early-stage,Services,Flat,5-10,Increasing,Market-average,Optimal,31,>20,Fully covered,Market-aligned,High,Medium,Flexible,Difficult,0,0,Freeze,0,0,19172.39
1-10,Scaling,Retail,Growing_slowly,>20,Stable,Premium,Optimal,6,5-10,Fully covered,Below market,Unsustainable,High,Flexible,Moderate,0,+5,Replace only,1,0,5298.89
1-10,Early-stage,Other,Declining,5-10,Stable,Market-average,Over-stretched,8,10-20,Fully covered,Below market,Sustainable,Medium,Moderate,Easy,+5,+10,Freeze,0,1,3964.03
1-10,Growth,Retail,Growing_fast,<5,Declining,Low-cost,Optimal,9,5-10,Some skill gaps,Above market,High,Medium,Moderate,Easy,+20,0,Replace only,1,1,5458.34
11-50,Growth,Finance,Flat,<5,Increasing,Market-average,Over-stretched,35,10-20,Some skill gaps,Market-aligned,Sustainable,Medium,Moderate,Moderate,0,+5,Replace only,1,1,22138.42
51-200,Early-stage,Tech,Declining,<5,Declining,Premium,Under-utilised,104,5-10,Fully covered,Market-aligned,Sustainable,High,Flexible,Easy,+5,+10,Replace only,1,1,43160.46
11-50,Early-stage,Services,Declining,5-10,Stable,Low-cost,Over-stretched,33,5-10,Some skill gaps,Below market,High,High,Moderate,Easy,-10,0,Freeze,1,1,28215.8
11-50,Growth,Other,Growing_fast,10-20,Increasing,Low-cost,Over-stretched,29,10-20,Some skill gaps,Below market,High,Low,Moderate,Difficult,+10,+3,Net new hires,0,1,24431.19
200+,Mature,Other,Growing_fast,5-10,Stable,Market-average,Optimal,516,<5,Fully covered,Market-aligned,High,Medium,Moderate,Moderate,0,+5,Freeze,1,1,280442.87
51-200,Scaling,Retail,Declining,<5,Stable,Market-average,Over-stretched,146,>20,Significant gaps,Market-aligned,High,High,Moderate,Moderate,0,+5,Net new hires,0,1,91725.73
11-50,Growth,Services,Flat,10-20,Increasing,Low-cost,Optimal,26,10-20,Some skill gaps,Above market,High,Low,Moderate,Moderate,0,+5,Net new hires,1,1,18875.41
11-50,Early-stage,Services,Flat,5-10,Declining,Market-average,Under-utilised,36,10-20,Fully covered,Market-aligned,High,Low,Flexible,Moderate,+10,0,Freeze,0,1,31346.93
200+,Scaling,Tech,Flat,5-10,Declining,Market-average,Optimal,397,<5,Significant gaps,Market-aligned,Sustainable,High,Moderate,Moderate,-10,0,Freeze,1,1,205982.52
1-10,Early-stage,Other,Growing_slowly,>20,Stable,Market-average,Over-stretched,8,<5,Fully covered,Below market,High,Medium,Very limited,Moderate,+5,+5,Freeze,1,1,6025.49
11-50,Growth,Finance,Declining,5-10,Increasing,Market-average,Over-stretched,34,<5,Significant gaps,Below market,High,High,Flexible,Moderate,0,0,Net new hires,1,0,25027.08
200+,Scaling,Services,Growing_slowly,5-10,Increasing,Market-average,Optimal,359,10-20,Some skill gaps,Below market,Sustainable,Medium,Moderate,Easy,+10,+3,Net new hires,1,0,278630.36
11-50,Growth,Tech,Flat,10-20,Increasing,Premium,Optimal,41,<5,Significant gaps,Below market,High,Medium,Very limited,Moderate,+20,+3,Replace only,1,1,33164.04
51-200,Growth,Services,Growing_slowly,10-20,Increasing,Market-average,Optimal,117,>20,Fully covered,Above market,Sustainable,Medium,Moderate,Moderate,0,+3,Net new hires,1,0,63088.48
11-50,Early-stage,Tech,Flat,10-20,Declining,Market-average,Optimal,32,>20,Fully covered,Market-aligned,High,Medium,Flexible,Difficult,+5,+5,Net new hires,0,0,22008.24
51-200,Early-stage,Finance,Flat,10-20,Stable,Market-average,Optimal,122,<5,Significant gaps,Market-aligned,Sustainable,High,Flexible,Difficult,0,+3,Replace only,0,1,76888.75
11-50,Growth,Retail,Flat,5-10,Declining,Market-average,Optimal,30,10-20,Some skill gaps,Market-aligned,High,Medium,Moderate,Difficult,+5,+3,Net new hires,0,1,22275.64
1-10,Mature,Tech,Declining,5-10,Increasing,Market-average,Under-utilised,7,5-10,Significant gaps,Market-aligned,High,High,Moderate,Moderate,-10,+10,Replace only,0,0,3888.76
11-50,Early-stage,Retail,Declining,10-20,Increasing,Market-average,Over-stretched,25,5-10,Fully covered,Market-aligned,Unsustainable,Medium,Moderate,Moderate,0,0,Replace only,1,1,16161.53
1-10,Growth,Other,Growing_fast,10-20,Stable,Premium,Optimal,5,<5,Some skill gaps,Below market,High,High,Moderate,Moderate,+10,+5,Replace only,1,0,3772.54
200+,Scaling,Tech,Flat,10-20,Increasing,Market-average,Optimal,384,10-20,Fully covered,Market-aligned,Unsustainable,Medium,Moderate,Moderate,0,0,Replace only,1,0,283887.09
11-50,Early-stage,Services,Flat,5-10,Stable,Low-cost,Under-utilised,32,>20,Fully covered,Below market,High,Low,Moderate,Difficult,-10,+3,Replace only,0,0,26308.15
11-50,Early-stage,Services,Declining,10-20,Declining,Market-average,Optimal,25,<5,Some skill gaps,Above market,Sustainable,Medium,Moderate,Moderate,0,+5,Replace only,0,0,12890.32
51-200,Growth,Tech,Growing_slowly,<5,Stable,Market-average,Optimal,111,5-10,Some skill gaps,Market-aligned,Sustainable,Low,Very limited,Moderate,+5,+10,Replace only,0,0,42926.26
51-200,Scaling,Services,Growing_fast,<5,Increasing,Low-cost,Over-stretched,110,5-10,Some skill gaps,Market-aligned,Sustainable,Low,Very limited,Difficult,+20,+3,Freeze,1,0,54247.46
11-50,Growth,Retail,Growing_slowly,5-10,Stable,Premium,Under-utilised,34,5-10,Fully covered,Above market,Sustainable,High,Moderate,Moderate,+10,+5,Replace only,1,0,20898.91
11-50,Scaling,Tech,Growing_slowly,5-10,Declining,Market-average,Over-stretched,38,<5,Some skill gaps,Market-aligned,High,High,Flexible,Moderate,+10,0,Replace only,1,0,24514.73
200+,Mature,Tech,Growing_fast,10-20,Increasing,Market-average,Over-stretched,565,10-20,Significant gaps,Below market,Sustainable,Low,Moderate,Moderate,+20,+5,Freeze,1,1,486541.39
51-200,Scaling,Other,Flat,<5,Stable,Market-average,Over-stretched,127,>20,Fully covered,Market-aligned,High,Low,Moderate,Moderate,+5,+5,Freeze,0,1,123292.04
51-200,Mature,Services,Growing_fast,10-20,Stable,Low-cost,Optimal,102,5-10,Some skill gaps,Market-aligned,Sustainable,Low,Moderate,Moderate,+5,+5,Freeze,0,1,56762.14
200+,Scaling,Retail,Growing_slowly,5-10,Increasing,Market-average,Optimal,494,>20,Significant gaps,Market-aligned,Sustainable,High,Flexible,Moderate,+5,+5,Net new hires,1,1,303703.1
51-200,Mature,Retail,Declining,<5,Stable,Market-average,Over-stretched,145,10-20,Fully covered,Below market,High,Medium,Moderate,Difficult,+20,+5,Replace only,0,0,116859.54
